date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-07-22,0,left,1746138812609090003,https://twitter.com/FootyScran/status/1746138812609090003,5.0,80.9,2024,Takoyaki,Fried balls of octopus and a pint,Consadole Sapporo,JPN,0_left.webp,https://scrandle.com/media/o/GDuH_hEXgAAc6KF.webp,scrandle,center,420.9043391510067
2025-07-22,0,right,1703407009805046103,https://twitter.com/FootyScran/status/1703407009805046103,6.0,44.5,2023,Wigan kebab,With mushy peas and gravy,Wigan Athletic,ENG,0_right.webp,https://scrandle.com/media/o/F6O3pWRXoAAof5l.webp,scrandle,center,131.48044037173554
2025-07-22,1,left,1615818804235489280,https://twitter.com/FootyScran/status/1615818804235489280,7.0,92.8,2023,Double cheeseburger,With sausage and bacon,Torquay United,ENG,1_left.webp,https://scrandle.com/media/o/FmyKoYZXkAAFBBh.webp,scrandle,center,536.080304353841
2025-07-22,1,right,1604158739267092481,https://twitter.com/FootyScran/status/1604158739267092481,3.9,84.0,2022,Roast potatoes with beef and gravy,,Huddersfield Town,ENG,1_right.webp,https://scrandle.com/media/o/FkMd3fiXkAAMIHA.webp,scrandle,center,380.94599734789904
2025-07-22,2,left,1487729361176477697,https://twitter.com/FootyScran/status/1487729361176477697,5.5,88.4,2022,Chicken burger and dirty fries,Price for each,Tilbury FC,ENG,2_left.webp,https://scrandle.com/media/o/FKV58zfXMAMW-J9.webp,scrandle,center,455.8521010193186
2025-07-22,2,right,1661062176461799426,https://twitter.com/FootyScran/status/1661062176461799426,5.3,9.3,2023,Hot dog,,Marseille,FRA,2_right.webp,https://scrandle.com/media/o/Fw1HPpaXgAAOjbd.webp,scrandle,center,222.35111648947586
2025-07-22,3,left,1614674032162488327,https://twitter.com/FootyScran/status/1614674032162488327,9.95,91.8,2023,Hangover burger,"Double beef patty, sausage, egg, hash brown, bacon, cheese",Failsworth,ENG,3_left.webp,https://scrandle.com/media/o/Fmh5cxvWYAICOkZ.webp,scrandle,center,672.303029969185
2025-07-22,3,right,1678544130169790464,https://twitter.com/FootyScran/status/1678544130169790464,15.0,77.5,2023,Rotisserie chicken,"With garlic bread, mac and cheese and coleslaw",LA FC,USA,3_right.webp,https://scrandle.com/media/o/F0ti_P5WAAEjK_K.webp,scrandle,center,574.2455231603166
2025-07-22,4,left,1699079842744906085,https://twitter.com/FootyScran/status/1699079842744906085,3.8,80.9,2023,Grilled sausage,With a bun and gherkin,Polonia Warszawa,POL,4_left.webp,https://scrandle.com/media/o/F5RYG_OWAAADeu8.webp,scrandle,center,410.0379573257114
2025-07-22,4,right,1782748345288507584,https://x.com/FootyScran/status/1782748345288507584,10.0,89.3,2024,BBQ honey glazed chicken burger,With fries,Luton Town,ENG,4_right.webp,https://scrandle.com/media/o/GL2YKqNXwAARaMe.webp,scrandle,center,490.5117170393125
