date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2026-03-03,0,left,1531667335651770369,https://x.com/FootyScran/status/1531667335651770369,3.4,23.09,2022,Sour herring in a roll,Fried herring also available,HSV Hamburg,GER,0_left.webp,https://scrandle.com/media/o/FUGTT6oWYAABfAm.webp,scrandle,center,266.69837345347065
2026-03-03,0,right,1852757169898172670,https://x.com/SportScran/status/1852757169898172670,6.5,62.5,2024,Salt and pepper crispy chicken loaded fries,"""American style"" (?)",Coventry Blaze,ENG,0_right.webp,https://scrandle.com/media/o/GbZQ0rDawAA27DH.webp,scrandle,center,503.62617174882604
2026-03-03,1,left,1789636869136810398,https://x.com/bobsacamanojr/status/1789636869136810398,10.5,69.29,2024,Olde English Sausage,,"Womens FA Cup Final, Wembley",ENG,1_left.webp,https://scrandle.com/media/o/GNYRP24XYAA4oci.webp,scrandle,center,517.9657915188676
2026-03-03,1,right,1811855931350630820,https://x.com/turnonthestove/status/1811855931350630820,,35.14,2024,Curry chips and cheesy dog,,Eamonn Deacy Park,IRL,1_right.webp,https://scrandle.com/media/o/GSUBXDzXcAApyIN.webp,scrandle,center,348.8139038442103
2026-03-03,2,left,1781676701761646908,https://x.com/Cherry_hopper/status/1781676701761646908,,43.07,2024,Chicken and mushroom pie,With beans and gravy (peas unavailable),Louth Town FC,ENG,2_left.webp,https://scrandle.com/media/o/GLnJg3AW4AE1Vo5.webp,scrandle,center,289.0461281147951
2026-03-03,2,right,1845257389190041647,https://x.com/donegan3201/status/1845257389190041647,7.75,29.08,2024,Sausage wrap,,Austin FC,USA,2_right.webp,https://scrandle.com/media/o/GZur0E_WcAwEpC6.webp,scrandle,center,189.47024797793875
2026-03-03,3,left,1589056193989070849,https://x.com/FootyScran/status/1589056193989070849,16.5,62.18,2022,Carne asada loaded nachos,In a football bowl,LA FC,USA,3_left.webp,https://scrandle.com/media/o/Fg12Li8X0AAG-Et.webp,scrandle,center,565.7424118578248
2026-03-03,3,right,1773557179158528358,https://x.com/LJewstein/status/1773557179158528358,5.8,48.45,2024,"Egg, bacon, cheese and onion burger",With a can of VB,Tyabb Junior Football Netball Club,AUS,3_right.webp,https://scrandle.com/media/o/GJzw2MJbsAAtqLN.webp,scrandle,center,339.84883803202223
2026-03-03,4,left,1592878355954937856,https://twitter.com/FootyScran/status/1592878355954937856,9.0,6.9,2022,Greek salad,,Qatar World Cup,QAT,4_left.webp,https://scrandle.com/media/o/FhsKa54WIAEreAp.webp,scrandle,center,115.5892447870878
2026-03-03,4,right,1623071819455504384,https://twitter.com/FootyScran/status/1623071819455504384,8.3,38.3,2023,Pulled pork nachos,,FC Cincinnati,USA,4_right.webp,https://scrandle.com/media/o/FoZPDbsXwAEy6p-.webp,scrandle,center,191.28905538935234
2026-03-03,5,left,1631992838136242176,https://x.com/FootyScran/status/1631992838136242176,7.0,17.34,2023,Cheeseburger,,Cardiff City,WAL,5_left.webp,https://scrandle.com/media/o/FqYA1bmWAAI11wd.webp,scrandle,center,235.3284950657398
2026-03-03,5,right,1490294436403855360,https://x.com/FootyScran/status/1490294436403855360,0.0,42.81,2022,Salmon and Noodles,"With a pint, included in hospitality ticket",Tottenham Hotspurs,ENG,5_right.webp,https://scrandle.com/media/o/FK6W4y0XIA4Eh22.webp,scrandle,center,338.11844549725896
2026-03-03,6,left,1819786879102845191,https://x.com/Sekcjabiegowa/status/1819786879102845191,15.0,25.76,2024,Cheeseburger and fries,,Olympics 2024,FRA,6_left.webp,https://scrandle.com/media/o/GUEuhDrWoAAiYvw.webp,scrandle,center,218.39566885619118
2026-03-03,6,right,100135,,5.0,77.98,2026,Hot dog,"With coleslaw, crispy onions, ketchup, mustard",Arka Gdynia,POL,6_right.webp,https://scrandle.com/media/o/att.-vE7TsPucpMe8uYeS1hX0GYcuKrS6t1OPotsny7ClQE.webp,scrandle,bottom left,556.2029176451126
2026-03-03,7,left,100024,,2.1,34.12,2024,Meat skewer,With farofa and molho verde,2024 Recife Pernambuco,BRA,7_left.webp,https://scrandle.com/media/o/3recife.webp,scrandle,center,362.78546179669047
2026-03-03,7,right,100143,,8.7,26.83,2025,Baked potato,"With cheese, cream and ham","Christmas Market, Vienna",AUT,7_right.webp,https://scrandle.com/media/o/IMG_0865.webp,scrandle,center,264.491995002081
2026-03-03,8,left,1748679166768070774,https://twitter.com/FootyScran/status/1748679166768070774,27.0,45.5,2024,Steak sandwich,"With chips, onion rings and a drink",Arsenal,ENG,8_left.webp,https://scrandle.com/media/o/GESObpLWgAAKbQN.webp,scrandle,center,457.9099880993735
2026-03-03,8,right,1492450128984264705,https://twitter.com/FootyScran/status/1492450128984264705,7.8,90.9,2022,Chicken tenders and waffle chips,,Melbourne Victory,AUS,8_right.webp,https://scrandle.com/media/o/FLY_euIXoAENE5l.webp,scrandle,center,610.5753139559945
2026-03-03,9,left,1900894553806164132,https://x.com/salopwolf/status/1900894553806164132,12.5,66.26,2025,Chicken tenders and fries,,Southampton FC,ENG,9_left.webp,https://scrandle.com/media/o/GmFVhDAXEAAmXAj.webp,scrandle,center,519.5266113069358
2026-03-03,9,right,1824764736614834394,https://x.com/FootyScran/status/1824764736614834394,4.2,15.93,2024,Cheese pizza,,West Brom,ENG,9_right.webp,https://scrandle.com/media/o/GVLd2rHXgAAjBm-.webp,scrandle,center,184.5856406178298
