date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-07-09,0,left,1777743583153414350,https://x.com/FootyScran/status/1777743583153414350,4.8,77.6,2024,Chicharrones,fried pork,Tigres FC,MEX,0_left.webp,https://scrandle.com/media/o/GKvQXZdWAAAxxyp.webp,scrandle,center,968.5349183095099
2025-07-09,0,right,1559602616375644166,https://twitter.com/FootyScran/status/1559602616375644166,5.0,67.3,2022,Margherita pizza with ham,3 slices,Bolton Wanderers F.C.,ENG,0_right.webp,https://scrandle.com/media/o/FaTST9WXkAA4WGs.webp,scrandle,center,1081.5452064017406
2025-07-09,1,left,1586714416866902016,https://twitter.com/FootyScran/status/1586714416866902016,5.5,88.5,2022,Double bacon cheeseburger,,Whitstable Town,ENG,1_left.webp,https://scrandle.com/media/o/FgUkWWeXkAUTRxW.webp,scrandle,center,1123.3481330133668
2025-07-09,1,right,1596656525439037440,https://twitter.com/FootyScran/status/1596656525439037440,3.8,91.1,2022,Smash cheeseburger with bacon,,Grêmio FBPA,BRA,1_right.webp,https://scrandle.com/media/o/Fih2pLkXEAEtI2r.webp,scrandle,center,1059.1183331580917
2025-07-09,2,left,1637741428251009024,https://twitter.com/FootyScran/status/1637741428251009024,10.9,69.9,2023,10 Cevapi,"With chips, cabbage and a bread roll",FK Beograd,AUS,2_left.webp,https://scrandle.com/media/o/FrptI6XXsAAaKbO.webp,scrandle,center,932.7146507368783
2025-07-09,2,right,1532395717142118403,https://twitter.com/FootyScran/status/1532395717142118403,6.0,87.2,2022,Duck loaded fries,,Oxford City F.C.,ENG,2_right.webp,https://scrandle.com/media/o/FUQpyCrWUAAtWEi.webp,scrandle,center,1239.1384357478894
2025-07-09,3,left,1655565647797944325,https://twitter.com/FootyScran/status/1655565647797944325,3.9,92.0,2023,Roast potatoes,With beef brisket gravy,Huddersfield Town A.F.C.,ENG,3_left.webp,https://scrandle.com/media/o/FvnALiSWIAMAEtd.webp,scrandle,center,976.4735598441695
2025-07-09,3,right,1689330707728859137,https://twitter.com/FootyScran/status/1689330707728859137,6.95,94.9,2023,Pork gyros,,Barnsley F.C.,ENG,3_right.webp,https://scrandle.com/media/o/F3G1UvJW0AEpzfv.webp,scrandle,center,1130.9286639275115
2025-07-09,4,left,1713192958558674944,https://twitter.com/FootyScran/status/1713192958558674944,3.9,8.3,2023,Cheeseburger,,Hartlepool United F.C.,ENG,4_left.webp,https://scrandle.com/media/o/F8Z76YKWIAACJuk.webp,scrandle,center,787.2189909861104
2025-07-09,4,right,1599376779013079042,https://twitter.com/FootyScran/status/1599376779013079042,6.0,86.9,2022,Roast duck yorkshire puddings,,AFC Wimbledon,ENG,4_right.webp,https://scrandle.com/media/o/FjIgs6fXgAYq1z3.webp,scrandle,center,937.5146586531382
2025-07-09,5,left,1609593488844419073,https://twitter.com/FootyScran/status/1609593488844419073,8.95,88.6,2023,Tottenham fried chicken,With a bag of chips,Tottenham Hotspur F.C.,ENG,5_left.webp,https://scrandle.com/media/o/FlZsvhyXgAE7OBh.webp,scrandle,center,1179.1194391881431
2025-07-09,5,right,1491042823562424321,https://twitter.com/FootyScran/status/1491042823562424321,2.0,73.6,2022,Kiełbasa z bułką i ogórkiem konserwowym,Sausage with a roll and pickled cucumber,Polonia Warszawa,POL,5_right.webp,https://scrandle.com/media/o/FLE_iw7WYAcr3X1.webp,scrandle,center,1056.6766554166954
2025-07-09,6,left,1502728459323387906,https://twitter.com/FootyScran/status/1502728459323387906,1.0,22.3,2022,Sziros Kenyer,"Bread, lard, paprika and raw onion",MTK Budapest F.C.,HUN,6_left.webp,https://scrandle.com/media/o/FNrDkHIXwAQnPCU.webp,scrandle,bottom,740.7029149901965
2025-07-09,6,right,1504444166335602694,https://twitter.com/FootyScran/status/1504444166335602694,4.5,71.2,2022,Cheesy chips,in a garlic naan,Stockport County F.C.,ENG,6_right.webp,https://scrandle.com/media/o/FODb_jkXoAUE73p.webp,scrandle,center,840.3665635718504
2025-07-09,7,left,1656631791694893063,https://twitter.com/FootyScran/status/1656631791694893063,4.3,30.7,2023,Pizza,,San Siro,ITA,7_left.webp,https://scrandle.com/media/o/Fv2J05yX0AE0W1E.webp,scrandle,center,852.0813191121122
2025-07-09,7,right,1815485229194187174,https://x.com/FootyScran/status/1815485229194187174,1.3,83.7,2024,Chicken coxinha,,Ulrico Mursa Stadium,BRA,7_right.webp,https://scrandle.com/media/o/GTHmL-GXcAEkx7Z.webp,scrandle,center,883.1675023263845
2025-07-09,8,left,1521582969177190402,https://twitter.com/FootyScran/status/1521582969177190402,0.0,93.7,2022,Sri Lankan food platter,Free for fans,AS Velasca,ITA,8_left.webp,https://scrandle.com/media/o/FR2_o7PXwAIkq09.webp,scrandle,center,1095.550168135646
2025-07-09,8,right,1882511510079222242,https://x.com/FootyScran/status/1882511510079222242,7.0,91.7,2025,Double cheeseburger,With sausage and bacon,Torquay United F.C.,ENG,8_right.webp,https://scrandle.com/media/o/GiAGPNrXoAEFrxq.webp,scrandle,center,1117.5679470238065
2025-07-09,9,left,1478055197712826369,https://twitter.com/FootyScran/status/1478055197712826369,8.0,18.7,2022,Pork and stuffing roll,With crackling,Reading F.C.,ENG,9_left.webp,https://scrandle.com/media/o/FIMbXfLXsAA44os.webp,scrandle,center,936.5849624587377
2025-07-09,9,right,1724608600356655591,https://twitter.com/FootyScran/status/1724608600356655591,6.8,80.3,2023,Taqueria soft tacos,,Detroit City FC,USA,9_right.webp,https://scrandle.com/media/o/F-8KYQ0WgAAlqN0.webp,scrandle,center,1095.352467562209
