date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-06-15,0,left,1666578724886650881,https://twitter.com/FootyScran/status/1666578724886650881,1.5,61.0,2023,Churrasquito,"Beef with chirmol sauce, sweet onions, black beans, tortilla",CSD Municipal,GUA,0_left.webp,https://scrandle.com/media/o/FyDgg3VXsAM8cWF.webp,scrandle,center,915.6195287597346
2025-06-15,0,right,1622232449609568257,https://twitter.com/FootyScran/status/1622232449609568257,5.0,72.4,2023,"Sausage, chips and stuffing",With gravy,Derby County F.C.,ENG,0_right.webp,https://scrandle.com/media/o/FoNT0AOXoAIS0GS.webp,scrandle,center,955.6961547165772
2025-06-15,1,left,1666938624233857024,https://twitter.com/FootyScran/status/1666938624233857024,2.4,70.3,2023,Acarajé,"Fried bean dumpling with shrimp, vatapa and peppers",Esporte Clube Bahia,BRA,1_left.webp,https://scrandle.com/media/o/FyIn1kUWAAA-gVE.webp,scrandle,center,891.0030450498585
2025-06-15,1,right,1500453504896356358,https://twitter.com/FootyScran/status/1500453504896356358,6.0,62.9,2022,Mac and cheese balls,,Capital Girls League,ENG,1_right.webp,https://scrandle.com/media/o/FNKugklXEAQuD71.webp,scrandle,center,975.5099128929392
2025-06-15,2,left,1632422807886786561,https://twitter.com/FootyScran/status/1632422807886786561,7.0,52.2,2023,Coeur de Canard,Duck heart,Toulouse FC,FRA,2_left.webp,https://scrandle.com/media/o/FqeH5B4WAAYH_14.webp,scrandle,center,859.5282987108964
2025-06-15,2,right,1488559426281918465,https://twitter.com/FootyScran/status/1488559426281918465,5.5,92.4,2022,Double cheeseburger,With cheesy chips,Airbus UK,ENG,2_right.webp,https://scrandle.com/media/o/FKhs6BcXsAEY-1D.webp,scrandle,center,1033.9307606940204
2025-06-15,3,left,1727690571857215779,https://twitter.com/FootyScran/status/1727690571857215779,2.5,52.1,2023,Malang Meatball,,Jakarta,IDN,3_left.webp,https://scrandle.com/media/o/F_n9akfXkAAPvfX.webp,scrandle,center,813.116213059312
2025-06-15,3,right,1815421517569597658,https://x.com/FootyScran/status/1815421517569597658,9.0,86.7,2024,Jockey whopper burger,"3 burgers, 3 bacon, 3 sausage, 3 cheese slices",Newmarket Town F.C.,ENG,3_right.webp,https://scrandle.com/media/o/GTGsPOOWIAEaseg.webp,scrandle,center,1202.163738471523
2025-06-15,4,left,1529562033506623489,https://twitter.com/FootyScran/status/1529562033506623489,3.0,81.7,2022,Tropeiro,"Rice, beans, pork loin, fried egg, collard greens and tomato",Cruzeiro Esporte Clube,BRA,4_left.webp,https://scrandle.com/media/o/FToYj5DXwAAs0e_.webp,scrandle,center,1134.3075583390882
2025-06-15,4,right,1693024144869192113,https://twitter.com/FootyScran/status/1693024144869192113,0.5,75.0,2023,Chocolate and nut covered banana,,Manuel Felipe,GUA,4_right.webp,https://scrandle.com/media/o/F37UfECWAAABB_Z.webp,scrandle,center,1026.9206107272826
2025-06-15,5,left,1621919026770321411,https://twitter.com/FootyScran/status/1621919026770321411,6.5,88.8,2023,Dirty burger,"Beef, chicken, bacon, cheese and onions with chips",Gloucester City A.F.C.,ENG,5_left.webp,https://scrandle.com/media/o/FoI2wWUWIAEgd2t.webp,scrandle,center,1051.3167714154883
2025-06-15,5,right,1599053653968449537,https://twitter.com/FootyScran/status/1599053653968449537,8.5,58.1,2022,Bacon cheeseburger,With cheesy chips,Gornal Athletic F.C.,ENG,5_right.webp,https://scrandle.com/media/o/FjD60dYWAAEm8zt.webp,scrandle,center,925.7149378692324
2025-06-15,6,left,1612874992332730368,https://twitter.com/FootyScran/status/1612874992332730368,4.4,12.3,2023,Cheeseburger,,Oxford United F.C.,ENG,6_left.webp,https://scrandle.com/media/o/FmIVQNeXECQBXP2.webp,scrandle,center,796.4317969812789
2025-06-15,6,right,1495342221142417409,https://twitter.com/FootyScran/status/1495342221142417409,11.6,83.9,2022,Fish and chips,With a pint,Melbourne City FC,AUS,6_right.webp,https://scrandle.com/media/o/FMCF0kjXMAUyiQ1.webp,scrandle,center,1043.7296149684817
2025-06-15,7,left,1499120641718554639,https://twitter.com/FootyScran/status/1499120641718554639,10.0,94.6,2022,The Avro Bomber Box,,Avro F.C.,ENG,7_left.webp,https://scrandle.com/media/o/FM3yQ4BWQAYykf4.webp,scrandle,center,1140.2166716787806
2025-06-15,7,right,1515071762542833666,https://twitter.com/FootyScran/status/1515071762542833666,1.6,78.0,2022,Acaraje,Shrimp and spices in fried bread,EC Vitoria,BRA,7_right.webp,https://scrandle.com/media/o/FQadvGUXwAI6lph.webp,scrandle,center,1061.150616813185
2025-06-15,8,left,1486787270678130699,https://twitter.com/FootyScran/status/1486787270678130699,2.5,85.3,2022,Bratwust,,Borussia Dortmund,GER,8_left.webp,https://scrandle.com/media/o/FKIhI7PXsAIpJhl.webp,scrandle,center,1069.5817725158395
2025-06-15,8,right,1502014870044221440,https://twitter.com/FootyScran/status/1502014870044221440,8.0,83.1,2022,Hot dog and loaded chips,,Cambridge United F.C.,ENG,8_right.webp,https://scrandle.com/media/o/FNg6j7BWQAA7N85.webp,scrandle,center,1061.689471258142
2025-06-15,9,left,1574063841452986376,https://twitter.com/FootyScran/status/1574063841452986376,2.5,61.9,2022,Slice of Dominos pizza,,CF Hercules,ESP,9_left.webp,https://scrandle.com/media/o/Fdgyt8JX0AgKuYD.webp,scrandle,center,1015.1027465179172
2025-06-15,9,right,1494639555433086977,https://twitter.com/FootyScran/status/1494639555433086977,4.0,85.8,2022,Nachos,,Barnsley F.C.,ENG,9_right.webp,https://scrandle.com/media/o/FL4Gv2bXEAkAXQg.webp,scrandle,center,1163.754508567592
