date,match_id,side,id,url,price,rating,year,title,subtitle,club,country,image_name,image_url,rating_source,image_position,elo
2025-04-16,0,left,100460,,14.05,70.63,2026,Footlong Sonoran hot dog,,Arizona Diamondbacks,USA,0_left.webp,https://scrandle.com/media/o/21ce791c1e2e8bc5adbfd06ce5b55cfd.webp,scrandle,bottom,516.0529417491713
2025-04-16,0,right,1836146100983734297,https://x.com/wilkesneil/status/1836146100983734297,,59.01,2024,Inordinately long hot dog,,Baseball in Dallas,USA,0_right.webp,https://scrandle.com/media/o/GXtNJQHWgAAzZmh.webp,scrandle,center,463.72175617279635
2025-04-16,1,left,1910003513473503424,https://x.com/SportScran/status/1910003513473503424,6.0,70.21,2025,Fleet dog,"Sausage, bacon, onions and cheese in a crispy baguette",Ebbsfleet United FC,ENG,1_left.webp,https://scrandle.com/media/o/GoGyD1oXEAAHdvA.webp,scrandle,center,523.7306724475352
2025-04-16,1,right,1561808299133177856,https://x.com/FootyScran/status/1561808299133177856,10.0,22.86,2022,Two steak tacos,,Charlotte FC,USA,1_right.webp,https://scrandle.com/media/o/FayoWntX0AM6Sz8.webp,scrandle,center,216.19488085870825
2025-04-16,2,left,1903454377538359581,https://x.com/FootyScran/status/1903454377538359581,7.5,23.77,2025,"Pie, chips and gravy",,Buxton FC,ENG,2_left.webp,https://scrandle.com/media/o/GmptBBcWEAAdz5T.webp,scrandle,center,265.8981156540652
2025-04-16,2,right,1856060633034141934,https://x.com/SportScran/status/1856060633034141934,4.0,7.24,2024,Hotdog,,Morecambe,ENG,2_right.webp,https://scrandle.com/media/o/GcINTp1XwAAyh1n.webp,scrandle,center,173.1101402024165
2025-04-16,3,left,1520895150284849153,https://twitter.com/FootyScran/status/1520895150284849153,10.0,75.1,2022,Chicken sandwich,,Columbus Crew,USA,3_left.webp,https://scrandle.com/media/o/FRtOE2WWYAIFvBq.webp,scrandle,center,638.0045183259389
2025-04-16,3,right,1649093988371275777,https://twitter.com/FootyScran/status/1649093988371275777,3.7,83.7,2023,Currywurst and bread,,RB Leipzig,GER,3_right.webp,https://scrandle.com/media/o/FuLCOqHXwAMpM6F.webp,scrandle,center,564.6232505672612
2025-04-16,4,left,1595505833407877137,https://twitter.com/FootyScran/status/1595505833407877137,3.5,21.2,2022,Cheese dog,,Crusaders FC,NIR,4_left.webp,https://scrandle.com/media/o/FiRgFI4XEAQBglT.webp,scrandle,center,205.9722452268985
2025-04-16,4,right,1516749511867121669,https://twitter.com/FootyScran/status/1516749511867121669,6.5,90.9,2022,Double bacon cheeseburger,,Chessington & Hook United,ENG,4_right.webp,https://scrandle.com/media/o/FQyTo8_WUAAmdoD.webp,scrandle,center,518.1851732760507
2025-04-16,5,left,1513885700239802372,https://twitter.com/FootyScran/status/1513885700239802372,8.0,75.7,2022,Chicken tikka kebab,With a pint,Wrexham AFC,WAL,5_left.webp,https://scrandle.com/media/o/FQJnBPVX0AIVCsY.webp,scrandle,center,345.83714839764195
2025-04-16,5,right,1845048484296085591,https://x.com/FootyScran/status/1845048484296085591,5.0,89.9,2024,"Steak pie, chips and gravy",,Ashton United,ENG,5_right.webp,https://scrandle.com/media/o/GZrt0JJWcAM6iZu.webp,scrandle,center,278.2353473382834
2025-04-16,6,left,1624122368242089993,https://twitter.com/FootyScran/status/1624122368242089993,0.0,87.5,2023,Botervlaai,Sugar crumble pastry (free),VVV Venlo,NED,6_left.webp,https://scrandle.com/media/o/FooKrvzWACI2zbf.webp,scrandle,center,458.74500742592664
2025-04-16,6,right,1701596271122022412,https://twitter.com/FootyScran/status/1701596271122022412,3.0,70.9,2023,Steak sandwich,,Union Berlin,GER,6_right.webp,https://scrandle.com/media/o/F51Iydua0AAm-qf.webp,scrandle,center,317.8198844604401
2025-04-16,7,left,1830663114855195029,https://x.com/FootyScran/status/1830663114855195029,,58.85,2024,Quadruple smash burger,,Welling United,ENG,7_left.webp,https://scrandle.com/media/o/GWfSZZZXkAAbrlG.webp,scrandle,center,476.1702078584911
2025-04-16,7,right,1948681527581442523,https://x.com/FootyScran/status/1948681527581442523,9.5,77.39,2025,Chicken gyros platter box,,Northcote City FC,AUS,7_right.webp,https://scrandle.com/media/o/GwsbhKzWYAAb-KF.webp,scrandle,center,502.04612689785966
2025-04-16,8,left,1759188822917546334,https://x.com/FootyScran/status/1759188822917546334,6.5,93.3,2024,Korean chicken and chips,,Farsley Celtic,ENG,8_left.webp,https://scrandle.com/media/o/GGnk6HeWUAA9odl.webp,scrandle,center,571.3988132340927
2025-04-16,8,right,1496466577059086343,https://twitter.com/FootyScran/status/1496466577059086343,5.5,73.2,2022,Pulled pork burger and hot dog,Price for each,Hull City,ENG,8_right.webp,https://scrandle.com/media/o/FMSEajtXMAMyk7K.webp,scrandle,center,463.96885275173213
2025-04-16,9,left,1816195133907272164,https://x.com/GGfoot475/status/1816195133907272164,4.3,32.91,2024,French fries,,Olympics 2024,FRA,9_left.webp,https://scrandle.com/media/o/GTRr2N8XAAAVYxW.webp,scrandle,center,284.6830776880289
2025-04-16,9,right,1521644232334843904,https://twitter.com/FootyScran/status/1521644232334843904,2.9,40.38,2022,Fries,"With bacon, pepperoni, cheddar and mozzarella",Cuiaba EC,BRA,9_right.webp,https://scrandle.com/media/o/FR33XNXXIAU46dc.webp,scrandle,center,346.93843430019916
